period,respondent,respondent-name,type,type-name,value,value-units
2019-03-08T00,CISO,California Independent System Operator,NG,Net generation,16720,megawatthours
2019-03-08T00,CISO,California Independent System Operator,TI,Total interchange,-5097,megawatthours
2019-03-08T01,CISO,California Independent System Operator,D,Demand,19907,megawatthours
2019-03-08T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24728,megawatthours
2019-03-08T01,CISO,California Independent System Operator,NG,Net generation,16541,megawatthours
2019-03-08T01,CISO,California Independent System Operator,TI,Total interchange,-6205,megawatthours
2019-03-08T02,CISO,California Independent System Operator,D,Demand,20893,megawatthours
2019-03-08T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25760,megawatthours
2019-03-08T02,CISO,California Independent System Operator,NG,Net generation,17334,megawatthours
2019-03-08T02,CISO,California Independent System Operator,TI,Total interchange,-7627,megawatthours
2019-03-08T03,CISO,California Independent System Operator,D,Demand,22015,megawatthours
2019-03-08T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27785,megawatthours
2019-03-08T03,CISO,California Independent System Operator,NG,Net generation,18158,megawatthours
2019-03-08T03,CISO,California Independent System Operator,TI,Total interchange,-8381,megawatthours
2019-03-08T04,CISO,California Independent System Operator,D,Demand,21968,megawatthours
2019-03-08T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27998,megawatthours
2019-03-08T04,CISO,California Independent System Operator,NG,Net generation,17663,megawatthours
2019-03-08T04,CISO,California Independent System Operator,TI,Total interchange,-8072,megawatthours
2019-03-08T05,CISO,California Independent System Operator,D,Demand,21621,megawatthours
2019-03-08T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27279,megawatthours
2019-03-08T05,CISO,California Independent System Operator,NG,Net generation,17009,megawatthours
2019-03-08T05,CISO,California Independent System Operator,TI,Total interchange,-7987,megawatthours
2019-03-08T06,CISO,California Independent System Operator,D,Demand,21048,megawatthours
2019-03-08T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25919,megawatthours
2019-03-08T06,CISO,California Independent System Operator,NG,Net generation,15897,megawatthours
2019-03-08T06,CISO,California Independent System Operator,TI,Total interchange,-7562,megawatthours
2019-03-08T07,CISO,California Independent System Operator,D,Demand,20082,megawatthours
2019-03-08T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23934,megawatthours
2019-03-08T07,CISO,California Independent System Operator,NG,Net generation,15275,megawatthours
2019-03-08T07,CISO,California Independent System Operator,TI,Total interchange,-6894,megawatthours
2019-03-08T08,CISO,California Independent System Operator,D,Demand,19238,megawatthours
2019-03-08T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22413,megawatthours
2019-03-08T08,CISO,California Independent System Operator,NG,Net generation,14749,megawatthours
2019-03-08T08,CISO,California Independent System Operator,TI,Total interchange,-6083,megawatthours
2019-03-08T09,CISO,California Independent System Operator,D,Demand,18713,megawatthours
2019-03-08T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21443,megawatthours
2019-03-08T09,CISO,California Independent System Operator,NG,Net generation,14770,megawatthours
2019-03-08T09,CISO,California Independent System Operator,TI,Total interchange,-5263,megawatthours
2019-03-08T10,CISO,California Independent System Operator,D,Demand,18223,megawatthours
2019-03-08T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20727,megawatthours
2019-03-08T10,CISO,California Independent System Operator,NG,Net generation,14690,megawatthours
2019-03-08T10,CISO,California Independent System Operator,TI,Total interchange,-4331,megawatthours
2019-03-08T11,CISO,California Independent System Operator,D,Demand,18013,megawatthours
2019-03-08T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20303,megawatthours
2019-03-08T11,CISO,California Independent System Operator,NG,Net generation,14440,megawatthours
2019-03-08T11,CISO,California Independent System Operator,TI,Total interchange,-4147,megawatthours
2019-03-08T12,CISO,California Independent System Operator,D,Demand,18151,megawatthours
2019-03-08T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20227,megawatthours
2019-03-08T12,CISO,California Independent System Operator,NG,Net generation,14840,megawatthours
2019-03-08T12,CISO,California Independent System Operator,TI,Total interchange,-4375,megawatthours
2019-03-08T13,CISO,California Independent System Operator,D,Demand,18403,megawatthours
2019-03-08T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20857,megawatthours
2019-03-08T13,CISO,California Independent System Operator,NG,Net generation,15673,megawatthours
2019-03-08T13,CISO,California Independent System Operator,TI,Total interchange,-4216,megawatthours
2019-03-08T14,CISO,California Independent System Operator,D,Demand,19249,megawatthours
2019-03-08T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22487,megawatthours
2019-03-08T14,CISO,California Independent System Operator,NG,Net generation,16583,megawatthours
2019-03-08T14,CISO,California Independent System Operator,TI,Total interchange,-4892,megawatthours
2019-03-08T15,CISO,California Independent System Operator,D,Demand,20235,megawatthours
2019-03-08T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24685,megawatthours
2019-03-08T15,CISO,California Independent System Operator,NG,Net generation,19076,megawatthours
2019-03-08T15,CISO,California Independent System Operator,TI,Total interchange,-5684,megawatthours
2019-03-08T16,CISO,California Independent System Operator,D,Demand,20311,megawatthours
2019-03-08T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25663,megawatthours
2019-03-08T16,CISO,California Independent System Operator,NG,Net generation,20876,megawatthours
2019-03-08T16,CISO,California Independent System Operator,TI,Total interchange,-3590,megawatthours
2019-03-08T17,CISO,California Independent System Operator,D,Demand,19950,megawatthours
2019-03-08T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25211,megawatthours
2019-03-08T17,CISO,California Independent System Operator,NG,Net generation,21537,megawatthours
2019-03-08T17,CISO,California Independent System Operator,TI,Total interchange,-1775,megawatthours
2019-03-08T18,CISO,California Independent System Operator,D,Demand,19707,megawatthours
2019-03-08T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24459,megawatthours
2019-03-08T18,CISO,California Independent System Operator,NG,Net generation,20729,megawatthours
2019-03-08T18,CISO,California Independent System Operator,TI,Total interchange,-877,megawatthours
2019-03-08T19,CISO,California Independent System Operator,D,Demand,19387,megawatthours
2019-03-08T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23985,megawatthours
2019-03-08T19,CISO,California Independent System Operator,NG,Net generation,20436,megawatthours
2019-03-08T19,CISO,California Independent System Operator,TI,Total interchange,-884,megawatthours
2019-03-08T20,CISO,California Independent System Operator,D,Demand,18923,megawatthours
2019-03-08T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23577,megawatthours
2019-03-08T20,CISO,California Independent System Operator,NG,Net generation,20408,megawatthours
2019-03-08T20,CISO,California Independent System Operator,TI,Total interchange,-490,megawatthours
2019-03-08T21,CISO,California Independent System Operator,D,Demand,18781,megawatthours
2019-03-08T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23229,megawatthours
2019-03-08T21,CISO,California Independent System Operator,NG,Net generation,20528,megawatthours
2019-03-08T21,CISO,California Independent System Operator,TI,Total interchange,549,megawatthours
2019-03-08T22,CISO,California Independent System Operator,D,Demand,18760,megawatthours
2019-03-08T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23080,megawatthours
2019-03-08T22,CISO,California Independent System Operator,NG,Net generation,20812,megawatthours
2019-03-08T22,CISO,California Independent System Operator,TI,Total interchange,409,megawatthours
2019-03-08T23,CISO,California Independent System Operator,D,Demand,18835,megawatthours
2019-03-08T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22887,megawatthours
2019-03-08T23,CISO,California Independent System Operator,NG,Net generation,20825,megawatthours
2019-03-08T23,CISO,California Independent System Operator,TI,Total interchange,480,megawatthours
2019-03-09T00,CISO,California Independent System Operator,D,Demand,19166,megawatthours
2019-03-09T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23076,megawatthours
2019-03-09T00,CISO,California Independent System Operator,NG,Net generation,20296,megawatthours
2019-03-09T00,CISO,California Independent System Operator,TI,Total interchange,112,megawatthours
2019-03-09T01,CISO,California Independent System Operator,D,Demand,19754,megawatthours
2019-03-09T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23881,megawatthours
2019-03-09T01,CISO,California Independent System Operator,NG,Net generation,17745,megawatthours
2019-03-09T01,CISO,California Independent System Operator,TI,Total interchange,-2280,megawatthours
2019-03-09T02,CISO,California Independent System Operator,D,Demand,20958,megawatthours
2019-03-09T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25344,megawatthours
2019-03-09T02,CISO,California Independent System Operator,NG,Net generation,18432,megawatthours
2019-03-09T02,CISO,California Independent System Operator,TI,Total interchange,-5949,megawatthours
2019-03-09T03,CISO,California Independent System Operator,D,Demand,22167,megawatthours
2019-03-09T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27288,megawatthours
2019-03-09T03,CISO,California Independent System Operator,NG,Net generation,18729,megawatthours
2019-03-09T03,CISO,California Independent System Operator,TI,Total interchange,-7128,megawatthours
2019-03-09T04,CISO,California Independent System Operator,D,Demand,22159,megawatthours
2019-03-09T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27374,megawatthours
2019-03-09T04,CISO,California Independent System Operator,NG,Net generation,18508,megawatthours
2019-03-09T04,CISO,California Independent System Operator,TI,Total interchange,-7213,megawatthours
2019-03-09T05,CISO,California Independent System Operator,D,Demand,21902,megawatthours
2019-03-09T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26726,megawatthours
2019-03-09T05,CISO,California Independent System Operator,NG,Net generation,17831,megawatthours
2019-03-09T05,CISO,California Independent System Operator,TI,Total interchange,-7298,megawatthours
2019-03-09T06,CISO,California Independent System Operator,D,Demand,21320,megawatthours
2019-03-09T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25679,megawatthours
2019-03-09T06,CISO,California Independent System Operator,NG,Net generation,17504,megawatthours
